"order_id","order_date","customer_id","customer_name","product_id","product_name","category","region","segment","channel","campaign_id","campaign_name","amount_spend","clicks","total_users","new_users","revenue","orders","new_orders","cost","gross_margin","net_profit","refund_rate","cart_abandonment_rate","promotion_roi","discount_amount","tax_amount","shipping_cost","payment_method","device_type","country","city"
"ORD00302","2024-10-28","CUST1416","Customer_167","P885","Product_17","Fashion","North","Corporate","Paid Search","CMP238","Campaign_22","2886","2948","3560","446","350675","1659","1642","41043","309632","309011","2.18","43.72","12050.90","24883.21","42081.00","10538.87","Card","Desktop","UK","Delhi"
"ORD00303","2024-10-29","CUST2426","Customer_110","P766","Product_32","Fashion","North","Corporate","Email","CMP381","Campaign_6","3270","2986","3744","2732","56907","439","52","11611","45296","44823","7.83","85.3","1640.28","2040.20","6828.84","2874.93","Card","Mobile","USA","Mumbai"
"ORD00304","2024-10-30","CUST5131","Customer_829","P127","Product_80","Home","North","Consumer","Affiliate","CMP751","Campaign_24","2577","2838","624","574","59593","306","123","19713","39880","38943","5.49","89.22","2212.50","4938.28","7151.16","1626.12","Wallet","Tablet","Germany","Ahmedabad"
"ORD00305","2024-10-31","CUST5027","Customer_417","P405","Product_37","Beauty","North","Corporate","Social","CMP881","Campaign_34","1861","3596","644","228","277813","1366","868","82455","195358","194218","6.83","62.01","14828.16","7672.72","33337.56","7299.25","Card","Desktop","India","Bengaluru"
"ORD00306","2024-11-01","CUST2019","Customer_977","P439","Product_35","Fashion","North","SMB","Affiliate","CMP584","Campaign_20","2667","5401","2110","1710","37633","470","283","27107","10526","9908","6.97","91.3","1311.06","2863.67","4515.96","2988.63","Card","Desktop","Germany","Chennai"
"ORD00307","2024-11-02","CUST2752","Customer_434","P240","Product_37","Home","West","Consumer","Organic","CMP576","Campaign_17","1779","5460","2731","1668","28336","234","218","9501","18835","18064","2.97","95.71","1492.80","2979.87","3400.32","1726.79","UPI","Tablet","UK","Chennai"
"ORD00308","2024-11-03","CUST2559","Customer_680","P354","Product_79","Home","North","SMB","Paid Search","CMP918","Campaign_14","3857","4474","3442","1923","115493","651","424","39662","75831","75438","5.18","85.45","2894.37","6365.88","13859.16","1719.04","Card","Desktop","Germany","Pune"
"ORD00309","2024-11-04","CUST1488","Customer_516","P249","Product_52","Sports","West","SMB","Email","CMP214","Campaign_22","2680","3102","1751","493","126349","1566","1366","60622","65727","65548","2.44","49.52","4614.51","5151.33","15161.88","9672.7","UPI","Desktop","UK","Bengaluru"
"ORD00310","2024-11-05","CUST9316","Customer_531","P916","Product_11","Books","South","SMB","Social","CMP898","Campaign_2","1769","6116","903","758","179566","1799","900","102513","77053","76564","4.79","70.59","10050.71","16305.01","21547.92","5748.29","UPI","Desktop","India","Chennai"
"ORD00311","2024-11-06","CUST5627","Customer_893","P981","Product_82","Sports","West","Corporate","Paid Search","CMP801","Campaign_25","1344","2412","2042","1859","213510","1671","826","84894","128616","128428","6.97","30.72","15786.16","5323.97","25621.20","11063.1","UPI","Desktop","India","Hyderabad"
"ORD00312","2024-11-07","CUST7113","Customer_495","P378","Product_37","Fashion","East","SMB","Organic","CMP682","Campaign_19","2093","1772","3439","1244","149932","1555","165","96948","52984","52739","1.69","12.25","7063.50","14957.70","17991.84","11387.09","Card","Mobile","USA","Bengaluru"
"ORD00313","2024-11-08","CUST5659","Customer_681","P601","Product_58","Home","West","SMB","Email","CMP907","Campaign_36","1361","4113","2677","2041","271377","1763","1707","78933","192444","191751","5.33","57.14","19839.53","20257.98","32565.24","5619.16","Wallet","Mobile","UK","Mumbai"
"ORD00314","2024-11-09","CUST1596","Customer_225","P590","Product_91","Electronics","West","SMB","Paid Search","CMP295","Campaign_35","2652","8140","3799","2192","326081","1854","1200","60126","265955","265546","1.41","77.22","12195.66","32449.13","39129.72","9039.86","Wallet","Desktop","USA","Bengaluru"
"ORD00315","2024-11-10","CUST5621","Customer_106","P912","Product_33","Home","South","Corporate","Paid Search","CMP511","Campaign_25","1719","5582","1436","1094","172617","1252","1058","48043","124574","123976","3.73","77.57","9941.71","18340.52","20714.04","6781.33","UPI","Mobile","Germany","Mumbai"
"ORD00316","2024-11-11","CUST5277","Customer_758","P555","Product_60","Sports","South","SMB","Organic","CMP725","Campaign_28","3474","1404","3554","2416","80353","451","151","27377","52976","52752","7.68","67.88","2212.98","8457.42","9642.36","2682.91","Card","Mobile","USA","Hyderabad"
"ORD00317","2024-11-12","CUST7927","Customer_490","P871","Product_24","Home","North","SMB","Social","CMP568","Campaign_14","1496","6306","2126","333","262403","1620","1394","74396","188007","187099","5.58","74.31","17440.31","21982.47","31488.36","8310.01","UPI","Desktop","India","Mumbai"
"ORD00318","2024-11-13","CUST5446","Customer_145","P743","Product_19","Sports","South","Corporate","Social","CMP552","Campaign_31","2749","6183","3345","2358","258420","1268","1149","68685","189735","188392","4.15","79.49","9300.51","17644.79","31010.40","6799.15","NetBanking","Tablet","USA","Chennai"
"ORD00319","2024-11-14","CUST3847","Customer_544","P397","Product_52","Books","West","Corporate","Affiliate","CMP602","Campaign_14","2016","6637","1900","107","371343","1775","269","44616","326727","325850","4.92","73.26","18319.79","34428.66","44561.16","8868.76","Card","Tablet","Germany","Kolkata"
"ORD00320","2024-11-15","CUST1783","Customer_890","P707","Product_18","Home","South","SMB","Affiliate","CMP412","Campaign_37","2947","7159","1620","321","311162","1939","1244","78568","232594","232291","2.56","72.92","10458.60","14932.26","37339.44","12391.02","NetBanking","Tablet","Germany","Delhi"
"ORD00321","2024-11-16","CUST5666","Customer_519","P430","Product_40","Sports","West","Consumer","Social","CMP744","Campaign_20","2857","3410","2029","1930","68037","415","172","23192","44845","44153","7.39","87.83","2281.41","6543.45","8164.44","2439.74","Card","Mobile","Canada","Bengaluru"
"ORD00322","2024-11-17","CUST6712","Customer_102","P851","Product_37","Electronics","North","SMB","Affiliate","CMP334","Campaign_26","3898","8267","1002","548","234112","1179","348","32194","201918","201258","2.38","85.74","5905.95","12791.00","28093.44","4231.02","NetBanking","Mobile","Canada","Pune"
"ORD00323","2024-11-18","CUST8495","Customer_793","P125","Product_73","Home","North","SMB","Affiliate","CMP354","Campaign_6","2314","4969","1316","228","178423","1154","862","55398","123025","122430","7.88","76.78","7610.59","17517.09","21410.76","4217.38","UPI","Mobile","USA","Delhi"
"ORD00324","2024-11-19","CUST4629","Customer_398","P469","Product_56","Books","East","SMB","Social","CMP991","Campaign_14","1777","5596","3515","1868","388636","2066","1852","53427","335209","334972","4.92","63.08","21770.34","21790.46","46636.32","8141.92","NetBanking","Desktop","Canada","Bengaluru"
"ORD00325","2024-11-20","CUST9272","Customer_437","P720","Product_26","Fashion","West","Consumer","Social","CMP739","Campaign_28","3530","8224","903","320","259974","1700","287","54530","205444","204244","5.27","79.33","7264.70","27347.43","31196.88","9027.86","NetBanking","Mobile","USA","Pune"
"ORD00326","2024-11-21","CUST1769","Customer_479","P433","Product_68","Books","East","Consumer","Affiliate","CMP563","Campaign_4","1776","1884","2149","2042","184645","1574","521","86772","97873","96892","6.2","16.45","10296.68","12998.61","22157.40","11769.15","UPI","Mobile","Germany","Ahmedabad"
"ORD00327","2024-11-22","CUST6524","Customer_481","P203","Product_20","Sports","West","SMB","Paid Search","CMP984","Campaign_1","2807","3499","2057","946","127682","625","294","16557","111125","110198","7.36","82.14","4448.70","6985.12","15321.84","3225.17","Card","Tablet","UK","Pune"
"ORD00328","2024-11-23","CUST6328","Customer_147","P646","Product_26","Electronics","North","Corporate","Organic","CMP421","Campaign_9","1695","4019","776","490","32231","158","136","5645","26586","25457","2.53","96.07","1801.53","2093.47","3867.72","458.53","Wallet","Desktop","USA","Ahmedabad"
"ORD00329","2024-11-24","CUST9144","Customer_806","P514","Product_44","Sports","South","Consumer","Paid Search","CMP762","Campaign_7","2753","3484","1051","179","164888","1272","463","76529","88359","88133","5.13","63.49","5889.39","3741.61","19786.56","6915.38","UPI","Desktop","Germany","Ahmedabad"
"ORD00330","2024-11-25","CUST3080","Customer_127","P181","Product_34","Home","East","SMB","Organic","CMP270","Campaign_11","2682","7017","492","184","84718","802","430","22732","61986","60649","1.33","88.57","3058.76","8509.50","10166.16","2202.25","Card","Tablet","UK","Delhi"
"ORD00331","2024-11-26","CUST6773","Customer_596","P677","Product_46","Electronics","East","SMB","Email","CMP623","Campaign_4","3323","2875","1409","1313","67452","683","497","29277","38175","37920","0.95","76.24","1929.85","2081.64","8094.24","4205.18","Card","Mobile","USA","Bengaluru"
"ORD00332","2024-11-27","CUST3270","Customer_839","P545","Product_33","Home","West","SMB","Email","CMP911","Campaign_28","2410","1251","3759","1849","15859","129","82","7828","8031","7727","0.63","89.69","558.05","1145.45","1903.08","527.3","Card","Mobile","UK","Kolkata"
"ORD00333","2024-11-28","CUST3307","Customer_128","P447","Product_20","Fashion","South","Consumer","Email","CMP476","Campaign_16","3371","1291","1339","1128","53497","354","292","16469","37028","36314","3.26","72.58","1486.98","2407.40","6419.64","1041.5","NetBanking","Mobile","Canada","Mumbai"
"ORD00334","2024-11-29","CUST7184","Customer_323","P590","Product_94","Fashion","East","Consumer","Organic","CMP656","Campaign_29","3183","1557","2652","2569","114064","662","449","28339","85725","84744","3.01","57.48","3483.54","6302.51","13687.68","4458.72","Wallet","Tablet","UK","Bengaluru"
"ORD00335","2024-11-30","CUST5393","Customer_319","P858","Product_80","Electronics","West","Corporate","Organic","CMP389","Campaign_9","3087","1965","1755","1177","38388","427","251","10773","27615","26651","5.98","78.27","1143.54","3923.88","4606.56","2273.4","Wallet","Mobile","India","Bengaluru"
"ORD00336","2024-12-01","CUST9583","Customer_383","P988","Product_55","Books","West","SMB","Social","CMP889","Campaign_39","1180","3994","2329","1105","246593","1708","208","42172","204421","203636","1.76","57.24","20797.71","17365.38","29591.16","9161.07","Card","Mobile","India","Pune"
"ORD00337","2024-12-02","CUST7232","Customer_394","P334","Product_39","Books","West","Corporate","Organic","CMP447","Campaign_37","1713","8363","2934","2711","269527","1884","802","116637","152890","152752","6.56","77.47","15634.21","17500.57","32343.24","11424.85","UPI","Tablet","Canada","Pune"
"ORD00338","2024-12-03","CUST4372","Customer_519","P596","Product_39","Beauty","West","Consumer","Affiliate","CMP675","Campaign_14","1779","8869","2742","1912","141239","846","112","40695","100544","99724","6.64","90.46","7839.24","10797.88","16948.68","5531.5","NetBanking","Mobile","USA","Mumbai"
"ORD00339","2024-12-04","CUST1543","Customer_275","P721","Product_88","Fashion","East","Consumer","Social","CMP914","Campaign_1","3892","2698","3207","637","287946","2049","556","102244","185702","184621","6.78","24.05","7298.41","9069.93","34553.52","10743.57","Wallet","Tablet","India","Delhi"
"ORD00340","2024-12-05","CUST8579","Customer_736","P740","Product_78","Electronics","South","SMB","Organic","CMP927","Campaign_9","1934","2835","3552","2116","169112","1600","1085","89934","79178","78831","2.64","43.56","8644.16","12642.58","20293.44","4693.16","Card","Tablet","India","Delhi"
"ORD00341","2024-12-06","CUST1399","Customer_167","P594","Product_72","Books","North","SMB","Affiliate","CMP939","Campaign_30","2636","3812","2264","257","82717","1118","325","52946","29771","29332","3.31","70.67","3037.97","6408.54","9926.04","5124.36","NetBanking","Tablet","Germany","Bengaluru"
"ORD00342","2024-12-07","CUST1115","Customer_226","P556","Product_69","Books","West","Corporate","Affiliate","CMP710","Campaign_23","3506","5184","2587","1165","361970","1780","335","35546","326424","325282","3.45","65.66","10224.30","25202.34","43436.40","10933.19","Card","Desktop","India","Hyderabad"
"ORD00343","2024-12-08","CUST9820","Customer_810","P388","Product_91","Books","East","SMB","Paid Search","CMP836","Campaign_8","2165","7667","3055","1557","269969","1923","1808","48317","221652","220376","6.85","74.92","12369.70","22426.12","32396.28","13532.61","NetBanking","Tablet","Canada","Pune"
"ORD00344","2024-12-09","CUST6103","Customer_840","P316","Product_53","Beauty","North","Consumer","Organic","CMP221","Campaign_6","2137","6582","2971","2765","263826","1702","1270","90641","173185","172099","2.48","74.14","12245.62","5643.67","31659.12","4762.99","NetBanking","Mobile","Canada","Mumbai"
"ORD00345","2024-12-10","CUST7920","Customer_707","P775","Product_72","Home","East","Consumer","Affiliate","CMP345","Campaign_7","2375","4623","3520","3004","325530","1950","63","45275","280255","280013","3.38","57.82","13606.53","18076.64","39063.60","10420.04","Wallet","Tablet","Germany","Bengaluru"
"ORD00346","2024-12-11","CUST9182","Customer_114","P809","Product_84","Fashion","North","Corporate","Paid Search","CMP350","Campaign_27","3519","7146","890","227","231324","1475","40","72844","158480","157420","0.84","79.36","6473.57","7922.42","27758.88","6542.57","Wallet","Mobile","USA","Bengaluru"
"ORD00347","2024-12-12","CUST9090","Customer_246","P182","Product_78","Books","North","SMB","Organic","CMP460","Campaign_26","2545","4912","1725","1448","76865","397","205","26762","50103","49113","4.11","91.92","2920.24","8386.83","9223.80","1821.96","Wallet","Mobile","USA","Bengaluru"
"ORD00348","2024-12-13","CUST5196","Customer_749","P436","Product_93","Home","South","Consumer","Organic","CMP924","Campaign_12","4150","4887","3489","648","61200","613","447","41543","19657","18650","1.64","87.46","1374.70","5534.32","7344.00","3056.59","NetBanking","Mobile","USA","Bengaluru"
"ORD00349","2024-12-14","CUST6357","Customer_295","P108","Product_19","Books","East","Consumer","Paid Search","CMP975","Campaign_16","1616","2025","1032","627","213200","1154","382","65086","148114","147943","6.61","43.01","13093.07","21588.81","25584.00","6943.38","UPI","Mobile","USA","Ahmedabad"
"ORD00350","2024-12-15","CUST3932","Customer_323","P211","Product_23","Books","South","Consumer","Affiliate","CMP445","Campaign_6","3581","5648","797","752","40581","253","68","8641","31940","31425","2.2","95.52","1033.23","2237.11","4869.72","882.24","UPI","Desktop","USA","Mumbai"
"ORD00351","2024-12-16","CUST4600","Customer_733","P522","Product_40","Sports","East","SMB","Organic","CMP420","Campaign_21","2491","1863","1210","754","207662","1670","1594","40901","166761","166525","4.63","10.36","8236.49","9639.49","24919.44","5277.48","Card","Tablet","Canada","Kolkata"
"ORD00352","2024-12-17","CUST9791","Customer_484","P893","Product_88","Electronics","East","Corporate","Affiliate","CMP578","Campaign_39","3897","1218","3049","762","26357","216","175","11457","14900","13610","5.76","82.27","576.34","1279.03","3162.84","865.24","NetBanking","Mobile","Canada","Bengaluru"
"ORD00353","2024-12-18","CUST6410","Customer_851","P640","Product_38","Electronics","South","Corporate","Social","CMP909","Campaign_18","4350","4881","3193","2791","151418","1062","751","46830","104588","104344","5.42","78.24","3380.87","13078.36","18170.16","2831.9","Wallet","Mobile","Canada","Pune"
"ORD00354","2024-12-19","CUST9410","Customer_788","P295","Product_78","Beauty","North","SMB","Affiliate","CMP815","Campaign_23","1162","3033","2287","741","439127","2102","916","120976","318151","317570","3.23","30.7","37690.62","19111.93","52695.24","9288.93","UPI","Desktop","UK","Bengaluru"
"ORD00355","2024-12-20","CUST8638","Customer_635","P894","Product_55","Books","East","Consumer","Email","CMP795","Campaign_31","2490","3440","2548","2004","56709","520","383","19130","37579","36648","6.83","84.88","2177.47","3870.32","6805.08","1488.86","Card","Tablet","Germany","Hyderabad"
"ORD00356","2024-12-21","CUST5725","Customer_481","P146","Product_16","Home","North","Consumer","Organic","CMP632","Campaign_38","3636","7984","3068","1029","279777","1562","1165","52058","227719","227090","2.21","80.44","7594.64","29069.96","33573.24","8926.94","Card","Mobile","India","Chennai"
"ORD00357","2024-12-22","CUST8345","Customer_848","P356","Product_30","Electronics","East","Consumer","Paid Search","CMP747","Campaign_6","1731","4727","2317","97","129743","1544","1459","61947","67796","67618","7.71","67.34","7395.26","13089.94","15569.16","11072.55","UPI","Desktop","UK","Mumbai"
"ORD00358","2024-12-23","CUST3111","Customer_851","P480","Product_62","Books","South","Consumer","Affiliate","CMP953","Campaign_21","1753","8401","758","316","158671","1242","292","57643","101028","100156","1.16","85.22","8951.40","11608.58","19040.52","4222.55","Card","Mobile","India","Mumbai"
"ORD00359","2024-12-24","CUST2051","Customer_462","P802","Product_46","Electronics","South","Consumer","Social","CMP370","Campaign_32","1734","2842","2847","1647","228368","1114","826","50750","177618","176786","7.7","60.8","13070.01","7365.41","27404.16","5819.04","Card","Tablet","UK","Hyderabad"
"ORD00360","2024-12-25","CUST5970","Customer_994","P351","Product_46","Electronics","East","Consumer","Email","CMP970","Campaign_2","3259","4440","3677","3590","164713","1380","1113","75019","89694","88872","1.7","68.92","4954.10","10335.50","19765.56","3767.21","UPI","Mobile","Germany","Kolkata"
"ORD00361","2024-12-26","CUST4971","Customer_761","P900","Product_86","Fashion","West","Consumer","Organic","CMP846","Campaign_9","1820","2083","1356","334","201512","1358","378","67004","134508","133130","3.03","34.81","10972.09","6478.95","24181.44","4338.78","NetBanking","Mobile","USA","Delhi"
"ORD00362","2024-12-27","CUST5638","Customer_889","P519","Product_11","Beauty","South","Corporate","Social","CMP233","Campaign_30","3519","5968","2748","1950","210442","1669","595","36899","173543","172598","7.08","72.03","5880.16","16836.15","25253.04","4961.42","Card","Desktop","USA","Hyderabad"
"ORD00363","2024-12-28","CUST4950","Customer_472","P613","Product_24","Beauty","South","Corporate","Affiliate","CMP746","Campaign_37","3875","8118","2627","438","197487","1063","1019","32576","164911","164128","4.52","86.91","4996.44","7903.46","23698.44","7549.44","UPI","Mobile","UK","Hyderabad"
"ORD00364","2024-12-29","CUST1773","Customer_981","P559","Product_97","Electronics","South","SMB","Affiliate","CMP489","Campaign_26","4075","6858","616","440","168707","863","417","42910","125797","125055","4.42","87.42","4040.05","14170.12","20244.84","5966.47","NetBanking","Desktop","USA","Pune"
"ORD00365","2024-12-30","CUST5304","Customer_431","P907","Product_49","Books","East","Corporate","Organic","CMP229","Campaign_30","4197","4109","1765","1042","77790","620","196","34577","43213","41823","5.89","84.91","1753.47","7747.62","9334.80","1920.35","Wallet","Tablet","Canada","Kolkata"
"ORD00366","2024-12-31","CUST9586","Customer_213","P949","Product_92","Home","West","Corporate","Email","CMP842","Campaign_2","1747","1494","1583","223","148996","857","342","18030","130966","130085","6.77","42.64","8428.68","16353.38","17879.52","3506.19","Card","Mobile","Canada","Delhi"
"ORD00367","2025-01-01","CUST3461","Customer_230","P926","Product_63","Beauty","North","SMB","Email","CMP870","Campaign_3","2293","5556","1263","1116","193975","1270","731","78493","115482","114715","5.3","77.14","8359.44","13235.91","23277.00","6437.04","NetBanking","Desktop","USA","Delhi"
"ORD00368","2025-01-02","CUST5129","Customer_964","P355","Product_91","Home","South","Consumer","Social","CMP393","Campaign_35","2905","8815","1377","329","100080","624","220","28489","71591","70924","3.78","92.92","3345.09","4808.32","12009.60","3196.07","Card","Desktop","India","Hyderabad"
"ORD00369","2025-01-03","CUST8789","Customer_511","P106","Product_45","Electronics","North","SMB","Organic","CMP710","Campaign_20","4088","4861","1314","672","166361","2134","51","44634","121727","121427","2.71","56.1","3969.50","3359.81","19963.32","13419.63","UPI","Tablet","India","Kolkata"
"ORD00370","2025-01-04","CUST3667","Customer_242","P853","Product_20","Beauty","North","SMB","Affiliate","CMP921","Campaign_6","3451","5225","1086","653","277384","1783","719","46243","231141","230198","3.61","65.88","7937.79","23190.84","33286.08","9512.95","Wallet","Mobile","Germany","Pune"
"ORD00371","2025-01-05","CUST4492","Customer_912","P692","Product_78","Books","North","Corporate","Affiliate","CMP582","Campaign_9","3523","3659","1267","1092","59167","300","148","11923","47244","46089","2.97","91.8","1579.45","3055.38","7100.04","1323.2","NetBanking","Tablet","Canada","Hyderabad"
"ORD00372","2025-01-06","CUST9174","Customer_841","P755","Product_61","Beauty","West","Consumer","Email","CMP674","Campaign_38","1280","7838","1743","588","340218","1845","1066","49250","290968","290562","1.95","76.46","26479.53","17888.95","40826.16","13778.81","UPI","Mobile","UK","Kolkata"
"ORD00373","2025-01-07","CUST1629","Customer_250","P641","Product_75","Home","West","Consumer","Email","CMP793","Campaign_17","1414","3584","861","689","76553","699","604","26578","49975","48804","5.71","80.5","5313.93","6069.13","9186.36","4674.43","Wallet","Tablet","Canada","Bengaluru"
"ORD00374","2025-01-08","CUST1362","Customer_596","P790","Product_69","Electronics","East","Consumer","Affiliate","CMP838","Campaign_37","3082","4908","465","280","119803","1587","1328","47518","72285","71693","0.92","67.67","3787.18","7658.33","14376.36","11606.77","NetBanking","Tablet","Germany","Chennai"
"ORD00375","2025-01-09","CUST8384","Customer_903","P645","Product_64","Books","East","SMB","Organic","CMP281","Campaign_25","4128","2252","595","296","11606","126","101","7152","4454","3628","6.31","94.4","181.15","366.17","1392.72","379.98","Wallet","Tablet","Germany","Bengaluru"
"ORD00376","2025-01-10","CUST1380","Customer_880","P512","Product_23","Fashion","South","Consumer","Social","CMP661","Campaign_12","1779","4730","2897","2534","123600","757","54","38115","85485","84377","3.7","84","6847.72","8577.01","14832.00","5007.06","Card","Desktop","India","Kolkata"
"ORD00377","2025-01-11","CUST4669","Customer_509","P762","Product_66","Electronics","South","Consumer","Organic","CMP872","Campaign_20","2880","7398","585","347","60123","663","308","36030","24093","23042","4.21","91.04","1987.60","3139.38","7214.76","2596.94","UPI","Desktop","USA","Chennai"
"ORD00378","2025-01-12","CUST4659","Customer_854","P344","Product_76","Beauty","North","Consumer","Organic","CMP675","Campaign_36","1998","4408","719","476","172000","884","706","39126","132874","132323","3.98","79.95","8508.61","9023.48","20640.00","6546.94","NetBanking","Mobile","USA","Chennai"
"ORD00379","2025-01-13","CUST3719","Customer_284","P161","Product_36","Sports","North","Consumer","Affiliate","CMP739","Campaign_5","2852","8555","3352","978","229455","1734","1205","35798","193657","193472","1.22","79.73","7945.41","9358.63","27534.60","7267.88","UPI","Mobile","USA","Kolkata"
"ORD00380","2025-01-14","CUST4649","Customer_821","P629","Product_89","Books","North","SMB","Email","CMP808","Campaign_1","2085","3094","511","367","123767","750","484","26835","96932","95744","7.37","75.76","5836.07","2640.36","14852.04","5099.58","Card","Desktop","Germany","Pune"
"ORD00381","2025-01-15","CUST4501","Customer_764","P114","Product_20","Home","West","Consumer","Affiliate","CMP453","Campaign_4","1975","2759","2634","2235","50325","223","91","10449","39876","39633","1.05","91.92","2448.10","1208.43","6039.00","1364.24","Wallet","Tablet","Germany","Hyderabad"
"ORD00382","2025-01-16","CUST5985","Customer_943","P139","Product_23","Electronics","East","Corporate","Affiliate","CMP461","Campaign_16","1388","5577","602","401","137331","739","463","17646","119685","119465","6.39","86.75","9794.16","12467.56","16479.72","4393.55","NetBanking","Mobile","Germany","Chennai"
"ORD00383","2025-01-17","CUST5987","Customer_780","P441","Product_98","Fashion","East","Consumer","Affiliate","CMP633","Campaign_10","3090","2237","2690","1841","218235","1569","1120","56436","161799","160789","4.29","29.86","6962.62","12435.92","26188.20","8241.41","Card","Mobile","USA","Mumbai"
"ORD00384","2025-01-18","CUST7177","Customer_716","P326","Product_38","Sports","South","Consumer","Organic","CMP276","Campaign_37","1459","3130","3032","86","187800","1992","1135","59227","128573","127789","4.15","36.36","12771.83","10775.78","22536.00","13811.73","Wallet","Tablet","UK","Bengaluru"
"ORD00385","2025-01-19","CUST6968","Customer_160","P828","Product_76","Beauty","West","SMB","Paid Search","CMP204","Campaign_31","1211","2097","990","602","172269","1461","970","74261","98008","97237","1.2","30.33","14125.35","5313.12","20672.28","7995.36","Wallet","Tablet","India","Pune"
"ORD00386","2025-01-20","CUST7630","Customer_886","P890","Product_79","Books","East","Consumer","Paid Search","CMP433","Campaign_25","2530","4060","794","277","67935","413","138","24006","43929","43634","6.92","89.83","2585.18","4059.60","8152.20","1235.07","UPI","Desktop","UK","Mumbai"
"ORD00387","2025-01-21","CUST4208","Customer_961","P686","Product_48","Beauty","West","SMB","Email","CMP805","Campaign_6","2537","4445","937","263","42676","358","141","17573","25103","24716","3.29","91.95","1582.14","1620.86","5121.12","1511.99","Card","Tablet","India","Pune"
"ORD00388","2025-01-22","CUST7860","Customer_366","P371","Product_93","Home","North","Corporate","Organic","CMP503","Campaign_2","4085","2012","606","238","120673","1154","325","29473","91200","90223","6.64","42.64","2854.05","3621.17","14480.76","7340.39","Wallet","Tablet","Canada","Chennai"
"ORD00389","2025-01-23","CUST8876","Customer_900","P316","Product_53","Sports","South","Corporate","Email","CMP946","Campaign_11","4209","3436","1474","1104","164210","1254","397","34305","129905","128625","5.21","63.5","3801.40","11749.77","19705.20","4150.46","Wallet","Desktop","USA","Ahmedabad"
"ORD00390","2025-01-24","CUST9785","Customer_902","P983","Product_50","Sports","East","Corporate","Email","CMP366","Campaign_14","2311","5129","2720","138","153306","1484","512","91351","61955","60570","3.5","71.07","6533.75","8321.15","18396.72","7881.3","NetBanking","Tablet","USA","Bengaluru"
"ORD00391","2025-01-25","CUST6848","Customer_199","P650","Product_19","Sports","East","Corporate","Affiliate","CMP224","Campaign_20","1922","7508","2179","446","36831","211","68","12894","23937","22641","7.11","97.19","1816.29","2862.63","4419.72","844.47","NetBanking","Mobile","USA","Hyderabad"
"ORD00392","2025-01-26","CUST4555","Customer_258","P739","Product_69","Home","South","Consumer","Organic","CMP883","Campaign_4","972","8540","3687","886","323065","2094","1546","57510","265555","264321","6.85","75.48","33137.14","21792.37","38767.80","15573.5","Card","Mobile","USA","Mumbai"
"ORD00393","2025-01-27","CUST7748","Customer_825","P937","Product_85","Books","South","Consumer","Social","CMP435","Campaign_2","3035","6812","1270","119","46477","475","339","13485","32992","32845","2.25","93.03","1431.37","4900.69","5577.24","3522.98","NetBanking","Mobile","Germany","Kolkata"
"ORD00394","2025-01-28","CUST9988","Customer_314","P954","Product_31","Fashion","South","SMB","Organic","CMP823","Campaign_25","2127","6245","2165","1304","109527","739","537","44989","64538","63642","5.38","88.17","5049.37","8027.87","13143.24","2924.94","Card","Tablet","Canada","Kolkata"
"ORD00395","2025-01-29","CUST7600","Customer_378","P144","Product_14","Home","East","Consumer","Social","CMP306","Campaign_28","3236","8803","3622","3414","109297","788","68","37120","72177","71621","0.78","91.05","3277.53","8599.03","13115.64","4529.58","Wallet","Desktop","USA","Pune"
"ORD00396","2025-01-30","CUST3075","Customer_752","P478","Product_23","Home","North","Corporate","Organic","CMP492","Campaign_10","3465","3421","1630","820","199207","1850","1032","40465","158742","157865","3.52","45.92","5649.12","5760.69","23904.84","4910.63","Wallet","Tablet","Germany","Kolkata"
"ORD00397","2025-01-31","CUST9744","Customer_907","P213","Product_34","Sports","West","Consumer","Affiliate","CMP463","Campaign_23","2393","2692","3742","1851","61847","295","243","14783","47064","46814","1.81","89.04","2484.50","2537.03","7421.64","905.98","NetBanking","Desktop","UK","Mumbai"
"ORD00398","2025-02-01","CUST7371","Customer_303","P650","Product_81","Electronics","West","Corporate","Affiliate","CMP294","Campaign_28","1756","6334","692","176","56368","276","199","9760","46608","45235","2.09","95.64","3110.02","2357.26","6764.16","1419.87","Card","Desktop","USA","Hyderabad"
"ORD00399","2025-02-02","CUST6673","Customer_589","P823","Product_64","Home","East","Consumer","Social","CMP806","Campaign_29","2229","6279","3795","859","32064","256","63","14773","17291","15990","3.23","95.92","1338.49","718.93","3847.68","895.18","UPI","Tablet","USA","Hyderabad"
"ORD00400","2025-02-03","CUST6955","Customer_987","P101","Product_14","Home","West","Consumer","Social","CMP226","Campaign_26","2303","4152","1346","681","303336","1781","512","62857","240479","239712","7.87","57.11","13071.34","25488.09","36400.32","4846.6","UPI","Mobile","Canada","Ahmedabad"
"ORD00401","2025-02-04","CUST2002","Customer_609","P713","Product_25","Home","West","SMB","Social","CMP658","Campaign_29","3698","5948","1025","266","30042","141","44","11453","18589","18170","7.49","97.63","712.39","1149.16","3605.04","851.7","NetBanking","Mobile","UK","Bengaluru"
"ORD00402","2025-02-05","CUST1245","Customer_252","P494","Product_30","Books","East","SMB","Email","CMP616","Campaign_32","2479","6101","2770","812","68853","495","364","19804","49049","48018","7.05","91.89","2677.45","2819.54","8262.36","2107.64","Card","Mobile","Canada","Hyderabad"
